,test,pred,pred_upper,pred_lower
67716,37800,29822.136498260683,86252.21969808015,-26607.946701558787
67717,13000,30068.59126468552,86498.67446399857,-26361.491934627527
67718,20400,30136.012969370764,86566.09616666767,-26294.070227926146
67719,7000,29429.735178720126,85859.8183754998,-27000.348018059543
67720,36000,28952.793755441835,85382.87695148733,-27477.28944060366
67721,16000,29001.02638361437,85431.10957899975,-27429.056811771
67722,17000,28607.389198416262,85037.47239257328,-27822.693995740767
67723,20000,28458.398813015618,84888.48200663281,-27971.68438060158
67724,16800,28063.08811998434,84493.17131148204,-28366.995071513364
67725,14200,27702.268685931922,84132.35187686526,-28727.81450500142
67726,25000,27490.192552510955,83920.27574238952,-28939.890637367622
67727,48500,27126.285815142175,83556.36900445887,-29303.797374174523
67728,20000,27440.25562973654,83870.33881341723,-28989.82755394415
67729,9500,27831.817060551683,84261.9002436881,-28598.26612258473
67730,55000,27295.399690522932,83725.48287258005,-29134.683491534186
67731,24675,27264.110974573916,83694.19415614859,-29165.97220700075
67732,68000,27975.884692576303,84405.96787265352,-28454.19848750092
67733,12000,28561.874676153995,84991.95784776247,-27868.20849545449
67734,110000,28495.82153715934,84925.90470828937,-27934.261633970687
67735,13000,30053.634249321505,86483.71741951435,-26376.448920871328
67736,21000,30596.598774391226,87026.68194404399,-25833.48439526154
67737,6000,30503.66087167467,86933.7440386292,-25926.422295279852
67738,42000,29420.513362523594,85850.59652898743,-27009.569803940238
67739,28300,29612.36913767745,86042.45230236034,-26817.714027005437
67740,90000,29865.877138669217,86295.96030288728,-26564.206025548847
67741,25000,30583.72421100468,87013.80737409627,-25846.358952086906
67742,2500,31532.79706746144,87962.88022998914,-24897.286095066258
67743,50000,31201.697857936542,87631.78101969532,-25228.385303822233
67744,25000,30306.497388013835,86736.58054861413,-26123.585772586463
67745,46000,31086.593960363578,87516.67712046167,-25343.48919973451
67746,27000,31485.544456529227,87915.627615815,-24944.538702756538
67747,72000,30796.17659394294,87226.25975267316,-25633.90656478727
67748,8500,32110.743048053308,88540.82620410115,-24319.340107994525
67749,16500,32236.247740535582,88666.33089571305,-24193.835414641886
67750,25000,31279.330187751373,87709.41334250156,-25150.752966998807
67751,69300,31072.825702999835,87502.90885328093,-25357.257447281256
67752,35000,31823.036497132765,88253.11964678185,-24607.046652516314
67753,70000,32213.201297857806,88643.28444685868,-24216.881851143065
67754,23000,33041.196035817324,89471.27918412292,-23388.88711248827
67755,78750,33267.104256144965,89697.18740336565,-23162.978891075727
67756,71400,33933.68959416551,90363.7727403573,-22496.393552026282
67757,46000,35034.0160928976,91464.09922889617,-21396.06704310098
67758,70000,36094.29956493362,92524.38270011879,-20335.783570251537
67759,21000,36427.3474846089,92857.43061929422,-20002.735650076414
67760,24000,36641.970405047796,93072.05353874902,-19788.112728653425
67761,41000,36574.27874126381,93004.3618744999,-19855.80439197227
67762,110000,35848.66951981846,92278.75264994556,-20581.413610308642
67763,76600,37461.47799272546,93891.56112239829,-18968.60513694737
67764,28500,39466.07311141197,95896.15623828753,-16964.010015463587
67765,31500,39513.88439426455,95943.96752055336,-16916.19873202427
67766,71000,39013.88641588758,95443.9695414106,-17416.196709635427
67767,14500,39622.277495235445,96052.36062019231,-16807.80562972142
67768,50400,39730.63724495804,96160.72036833272,-16699.44587841665
67769,20000,39422.851302405485,95852.93442531505,-17007.23182050408
67770,21500,39105.910963342874,95535.99408506276,-17324.172158377012
67771,49000,38961.02518604954,95391.10830726566,-17469.05793516658
67772,69000,38414.27820563686,94844.36132566868,-18015.80491439496
67773,10000,39231.70179666646,95661.78491620917,-17198.381322876252
67774,25200,39580.29044119708,96010.3735564354,-16849.792674041237
67775,84000,38396.40019663121,94826.48331154163,-18033.6829182792
67776,20000,38852.22207632683,95282.30519080505,-17577.861038151408
67777,53000,39907.271637374775,96337.35474911329,-16522.811474363734
67778,18000,39373.86015376494,95803.94326505264,-17056.22295752277
67779,17000,38842.84892028988,95272.93203079826,-17587.234190218493
67780,52500,39088.203362406166,95518.28647234684,-17341.879747534505
67781,28140,38180.99380361437,94611.07691277513,-18249.089305546382
67782,25000,38382.002923272885,94812.0860313571,-18048.080184811333
67783,32550,38673.19503573404,95103.27814217385,-17756.88807070577
67784,17300,37447.72182957437,93877.8049355073,-18982.361276358548
67785,10000,37486.16573869175,93916.24884394382,-18943.917366560323
67786,61000,37098.114690786664,93528.1977957309,-19331.968414157564
67787,72000,36282.65760427498,92712.74070567028,-20147.42549712032
67788,47000,37792.166689609796,94222.24978962055,-18637.916410400947
67789,40900,38780.681194314355,95210.76429380871,-17649.40190518
67790,70000,38112.844995635154,94542.9280930922,-18317.238101821895
67791,37800,39063.15887123201,95493.24196824222,-17366.92422577821
67792,61950,39763.11302210984,96193.19611578059,-16666.970071560914
67793,17000,39575.088018830895,96005.17111196244,-16854.99507430064
67794,8000,39719.542237192974,96149.62532964934,-16710.540855263396
67795,34000,39183.5418538214,95613.6249456538,-17246.541238011
67796,20000,37939.57151623511,94369.6546073788,-18490.51157490858
67797,55000,38086.30997890995,94516.39306798312,-18343.773110163216
67798,84000,38282.08514105112,94712.1682295187,-18147.997947416472
67799,17300,38627.32556331696,95057.4086514609,-17802.75752482698
67800,48300,39683.65648948411,96113.73957363551,-16746.42659466729
67801,37800,39286.29781462622,95716.38089830472,-17143.785269052285
67802,60900,38695.14785862649,95125.2309404563,-17734.935223203312
67803,21400,40066.92227371974,96497.005355128,-16363.160807688524
67804,27300,39568.64753270526,95998.73061209884,-16861.435546688313
67805,44100,38848.88173687135,95278.96481559922,-17581.20134185652
67806,17000,39237.802019703886,95667.88509796743,-17192.28105855966
67807,39900,38751.40732081384,95181.49038294531,-17678.675741317616
67808,4000,38323.87516922469,94753.95823083309,-18106.20789238371
67809,36500,38005.27274672856,94435.35580715569,-18424.810313698566
67810,51000,37448.77649920862,93878.85955892273,-18981.306560505487
67811,13000,37381.12278704834,93811.20584647421,-19048.96027237754
67812,35700,37709.612435452385,94139.69548496683,-18720.470614062062
67813,18233,37019.58244503125,93449.66549325455,-19410.50060319205
67814,97000,36425.39145990718,92855.47450765909,-20004.691587844733
67815,50000,37727.50610392825,94157.58915006579,-18702.576942209285
67816,32000,38421.92543243203,94852.00847810807,-18008.15761324401
67817,68000,38716.237443643055,95146.32048736449,-17713.845600078384
67818,38500,38845.57161551868,95275.65465876125,-17584.511427723897
67819,50000,39286.01533542317,95716.09837522631,-17144.067704379966
67820,60000,39756.32192846153,96186.40496771921,-16673.761110796142
67821,85000,39738.11137079056,96168.19440913867,-16691.97166755754
67822,78750,41062.200254134266,97492.28329217085,-15367.882783902314
67823,14000,42461.000090103786,98891.0831247258,-13969.082944518232
67824,85000,42246.8726086059,98676.95564246348,-14183.210425251673
67825,46200,42521.01461554274,98951.09764861621,-13909.068417530718
67826,23000,43193.53891391453,99623.62194570685,-13236.544117877784
67827,58000,43240.46167032621,99670.54470170935,-13189.62136105694
67828,28000,42591.05299300278,99021.1360206221,-13839.030034616539
67829,17000,42864.20161389795,99294.28464101034,-13565.88141321444
67830,62000,42577.91306239221,99007.99608821937,-13852.16996343495
67831,63000,41748.532354293755,98178.61537932069,-14681.55067073318
67832,25700,42901.1132933467,99331.19631792928,-13528.96973123587
67833,20000,43259.90739012406,99689.99041164364,-13170.17563139552
67834,76000,41810.93597970887,98241.01900056828,-14619.14704115055
67835,24000,42385.2217028453,98815.3047232764,-14044.86131758579
67836,31500,42966.82484186052,99396.90785659006,-13463.258172869006
67837,14000,42050.545978225055,98480.62899263341,-14379.537036183305
67838,24150,41351.72451731241,97781.80753034068,-15078.35849571586
67839,50400,41176.66962284544,97606.75263545878,-15253.413389767898
67840,76000,40566.88224995139,96996.96525870891,-15863.200758806124
67841,16000,41478.36018491603,97908.44319317251,-14951.722823340453
67842,99000,41971.5279244082,98401.61093090629,-14458.555082089886
67843,19950,41933.113825569526,98363.19679983683,-14496.969148697783
67844,11000,42493.440914944505,98923.52388874302,-13936.642058854013
67845,21000,42379.261216425715,98809.34418900298,-14050.821756151548
67846,81900,40360.370707471455,96790.45367951042,-16069.712264567504
67847,7000,41364.02502908051,97794.10800079493,-15066.05794263391
67848,47000,41926.38896382586,98356.471934981,-14503.694007329286
67849,50000,40659.88139245692,97089.96436224632,-15770.201577332482
67850,29000,41000.11901676061,97430.20198614532,-15429.9639526241
67851,13500,41744.6221906248,98174.70515637472,-14685.460775125117
67852,68000,40198.68584663069,96628.76881157554,-16231.397118314162
67853,35000,40386.89408693371,96816.97705145202,-16043.188877584602
67854,20000,41313.756771606444,97743.83973048159,-15116.326187268693
67855,52000,40393.89719606048,96823.98015461827,-16036.185762497298
67856,42000,40084.226236919494,96514.3091949102,-16345.856721071206
67857,105000,40859.14875223262,97289.23170803329,-15570.934203568046
67858,37250,41590.61702017969,98020.69997358389,-14839.465933224506
67859,55125,42336.94103006275,98767.02398294801,-14093.14192282252
67860,30000,43046.28313222581,99476.36608429298,-13383.799819841355
67861,43000,42180.83984943489,98610.92280093319,-14249.24310206341
67862,75000,42457.579862825354,98887.66281213853,-13972.50308648782
67863,31500,43081.24952441774,99511.33247315048,-13348.833424315002
67864,42000,43024.10302788465,99454.18597552102,-13405.979919751706
67865,25000,43208.193731815816,99638.27667895028,-13221.889215318646
67866,60900,42592.544608745055,99022.62754651772,-13837.538329027608
67867,78000,42665.885807136976,99095.96874430205,-13764.1971300281
67868,50000,43654.46082425513,100084.54376077009,-12775.622112259822
67869,32000,44269.774485536465,100699.857421406,-12160.308450333076
67870,44000,44062.49200637938,100492.57494052587,-12367.590927767094
67871,18000,43796.65784844503,100226.74078206421,-12633.425085174153
67872,30000,43495.95014850797,99926.0330810686,-12934.132784052657
67873,38000,42903.5103244457,99333.59325638207,-13526.572607490678
67874,21000,42442.603217747936,98872.686148848,-13987.479713352142
67875,26500,42329.595754651484,98759.67868505983,-14100.487175756869
67876,81900,41648.448260603414,98078.53118357436,-14781.634662367534
67877,25000,41854.05891503637,98284.14183760912,-14576.02400753639
67878,27820,42611.27126299613,99041.35418313096,-13818.811657138693
67879,65000,42049.75769156766,98479.84061126951,-14380.325228134185
67880,32700,41612.61740753521,98042.70032314117,-14817.465508070745
67881,63000,42556.62113447953,98986.7040494234,-13873.461780464335
67882,97000,42595.71102034516,99025.7939201617,-13834.371879471379
67883,25200,43145.24045577172,99575.32335489169,-13284.842443348258
67884,18300,44606.773792280714,101036.85669029254,-11823.309105731118
67885,25700,43494.71612404678,99924.79902096835,-12935.366772874775
67886,42000,42101.562084412544,98531.64498066789,-14328.520811842805
67887,32000,42938.237202779375,99368.32009853583,-13491.845692977076
67888,27000,42319.04569893301,98749.12859152135,-14111.037193655327
67889,16800,41569.62257224465,97999.70546418265,-14860.460319693353
67890,16538,41633.13420078406,98063.21709208778,-14796.94869051966
67891,14000,40444.60330188315,96874.6861903943,-15985.479586628004
67892,33600,39529.925850644315,95960.00873859592,-16900.15703730729
67893,80000,39563.332333290644,95993.41522049952,-16866.75055391823
67894,35700,39724.13191835208,96154.21480490503,-16705.950968200872
67895,20000,40422.04301194978,96852.12589767898,-16008.039873779417
67896,68250,40355.87797311009,96785.96084513442,-16074.204898914242
67897,340000,39750.02401927481,96180.10689051222,-16680.058851962604
67898,17000,45339.65664167062,101769.7395121265,-11090.426228785262
67899,78000,50041.42523832532,106471.50810747809,-6388.6576308274525
67900,20370,49715.37289023658,106145.45575880847,-6714.7099783353115
67901,35000,47626.19113461981,104056.2740023153,-8803.891733075689
67902,43000,49596.62231480754,106026.70518209835,-6833.460552483266
67903,15435,48017.89194981339,104447.97481462371,-8412.190914996936
67904,45000,46742.15014770227,103172.23301194274,-9687.932716538191
67905,39900,47994.01248165403,104424.09534549312,-8436.070382185062
67906,42000,46495.92093917035,102926.00379833915,-9934.161919998456
67907,29000,46428.99812698505,102859.08098559178,-10001.084731621675
67908,51450,47047.29357429528,103477.37643249793,-9382.789283907361
67909,18700,45765.885583715215,102195.96843415324,-10664.197266722818
67910,21000,45736.049677617055,102166.13252771337,-10694.033172479263
67911,15600,45590.11326920966,102020.1961189087,-10839.969580489378
67912,68250,43688.74892659726,100118.8317726822,-12741.333919487675
67913,13500,44241.01137418017,100671.0942193999,-12189.07147103957
67914,29000,44449.617743964925,100879.70058874955,-11980.465100819696
67915,18900,43132.879987994675,99562.96282612266,-13297.202850133312
67916,18500,42648.84893775533,99078.9317753673,-13781.233899856641
67917,26000,42394.05126526575,98824.13410233622,-14036.031571804728
67918,31080,41164.06693987572,97594.1497749103,-15266.015895158853
67919,42000,41051.32026843238,97481.40310294839,-15378.762566083642
67920,59000,41201.05252732456,97631.13536025604,-15229.030305606924
67921,90000,41025.79670973785,97455.87954225964,-15404.286122783938
67922,21000,42382.47129639487,98812.55412849123,-14047.6115357015
67923,21000,42935.58580515679,99365.6685911966,-13494.496980883021
67924,59850,41869.81711295874,98299.89989859762,-14560.265672680136
67925,25000,41734.28318063596,98164.36596280622,-14695.799601534301
67926,22000,42243.37142973898,98673.45421127525,-14186.71135179729
67927,23400,41398.109079226095,97828.19186027179,-15031.973701819596
67928,74000,40516.65754066784,96946.74032084168,-15913.425239506003
67929,19000,41320.91751014299,97751.00028979276,-15109.16526950679
67930,16800,41254.68190929222,97684.76468572348,-15175.400867139033
67931,80000,40499.968879967186,96930.05165609714,-15930.11389616278
67932,44000,40675.27380073389,97105.35657608183,-15754.808974614047
67933,57250,41528.27293394726,97958.35570787548,-14901.809839980968
67934,19000,41931.392204887634,98361.47497831125,-14498.690568535989
67935,50000,41322.49875988911,97752.58153207548,-15107.584012297266
67936,81000,41528.13972131614,97958.22249305573,-14901.943050423448
67937,18000,42086.158571989086,98516.2413410577,-14343.924197079526
67938,30000,42363.047719434566,98793.1304880654,-14067.035049196274
67939,36000,41942.75168531583,98372.83445065308,-14487.331080021424
67940,25000,41159.877925514316,97589.96069022386,-15270.204839195227
67941,15750,41332.608678574165,97762.69144306312,-15097.474085914793
67942,50000,40617.08731114909,97047.17007541667,-15812.995453118492
67943,20000,39995.16733484532,96425.25009885547,-16434.915429164837
67944,13000,40318.98761822316,96749.07037775319,-16111.095141306869
67945,33600,39559.78494614461,95989.86770504154,-16870.297812752317
67946,29000,38543.9031432332,94973.98590155269,-17886.179615086294
67947,34650,38895.2834783083,95325.36623606758,-17534.799279450977
67948,63000,38631.87456234344,95061.95731695544,-17798.20819226857
67949,26000,38521.942308659694,94952.02506278317,-17908.14044546378
67950,27000,39250.90834439297,95680.99109762939,-17179.174408843443
67951,25200,38729.773852535065,95159.85660533814,-17700.308900268
67952,50000,37830.92905824383,94261.01180927976,-18599.153692792104
67953,40000,38477.1098919416,94907.19264255965,-17952.972858676447
67954,17000,38459.97911449858,94890.06185918566,-17970.103630188503
67955,22000,37960.10360799846,94390.1863521791,-18469.979136182177
67956,14000,37680.78311677156,94110.86585939515,-18749.29962585202
67957,36750,36839.09572497016,93269.17846701434,-19590.98701707401
67958,22000,36540.37167634081,92970.45441754174,-19889.71106486013
67959,31500,36471.52142957146,92901.60417020196,-19958.561311059042
67960,65000,36089.8196657898,92519.90240389519,-20340.26307231558
67961,62000,36374.70129222212,92804.7840298939,-20055.381445449653
67962,73500,37471.57522214944,93901.6579568904,-18958.507512591517
67963,33000,38357.20165451338,94787.28438870523,-18072.881079678467
67964,148000,38602.22430316583,95032.30703708157,-17827.85843074992
67965,11000,40428.53076798521,96858.61350115435,-16001.551965183928
67966,195000,41468.403818077786,97898.48654895907,-14961.678912803502
67967,23900,43675.402262443386,100105.48499267914,-12754.680467792365
67968,49000,44960.53698587557,101390.61971544483,-11469.545743693685
67969,58000,45853.06657187025,102283.14930021306,-10577.016156472557
67970,62000,44559.43493011132,100989.5176580795,-11870.647797856858
67971,42000,45816.801337237994,102246.88406451023,-10613.281390034244
67972,19000,46485.42375393695,102915.50647967118,-9944.658971797282
67973,44000,44844.01253915485,101274.09526448775,-11586.070186178054
67974,38000,45089.40892620891,101519.49164406687,-11340.673791649046
67975,21000,45159.71205782523,101589.79477525639,-11270.370659605935
67976,31500,44084.756317279665,100514.83903158162,-12345.32639702229
67977,52000,43942.426702588586,100372.50941647551,-12487.656011298335
67978,47000,43887.528124288874,100317.61083503747,-12542.554586459722
67979,39900,43819.28898312213,100249.3716935924,-12610.793727348137
67980,50000,44146.508306185075,100576.59101584807,-12283.574403477913
67981,16000,43976.62789593001,100406.71060473351,-12453.45481287349
67982,36000,43543.07242636589,99973.15513380973,-12887.01028107795
67983,60000,43270.34698336317,99700.42969003326,-13159.735723306927
67984,34500,43086.07601062473,99516.15871667408,-13344.006695424621
67985,27300,43493.14841344749,99923.23111857139,-12936.934291676422
67986,45000,43172.731368826135,99602.81407340732,-13257.351335755062
67987,22000,42516.16027116038,98946.24297451426,-13913.92243219351
67988,35700,42642.66691949424,99072.74962263055,-13787.415783642078
67989,40000,42234.387613173145,98664.47031605715,-14195.695089710869
67990,28500,41668.2230715546,98098.30576996696,-14761.859626857753
67991,62000,41966.940375439546,98397.02307325898,-14463.1423223799
67992,53000,41889.073733700374,98319.15643116116,-14541.008963760403
67993,100000,42115.853646280884,98545.93634334125,-14314.22905077949
67994,29400,43728.53321094638,100158.61589895358,-12701.549477060813
67995,241500,43999.07562310026,100429.15831070436,-12431.007064503836
67996,71400,46818.06834409482,103248.15103075179,-9612.01434256215
67997,25000,50355.38613199329,106785.46881826226,-6074.696554275681
67998,100000,50849.429679623325,107279.51236547799,-5580.6530062313395
67999,64000,49419.51072256011,105849.59340608398,-7010.57196096376
68000,51975,51655.845066098256,108085.92774917356,-4774.237616977043
68001,25200,52359.633670716124,108789.71635248975,-4070.449011057499
68002,70000,50170.27464709837,106600.3573284799,-6259.808034283167
68003,49000,51388.28750047264,107818.37018102368,-5041.795180078407
68004,47250,51680.11924547311,108110.20192478476,-4749.963433838537
68005,37000,50678.244089869884,107108.32676881246,-5751.838589072686
68006,98000,51182.266894533284,107612.34957040752,-5247.815781340949
68007,48300,51599.36842126146,108029.45109144558,-4830.714248922661
68008,78000,51758.401862110244,108188.48453189427,-4671.680807673787
68009,25000,52918.94163856162,109349.02430671937,-3511.1410295961323
68010,19530,52211.18244737501,108641.2651151401,-4218.900220390067
68011,57500,51387.863029696724,107817.94569484051,-5042.219635447065
68012,65000,51159.34926050556,107589.43192524344,-5270.733404232327
68013,23000,51279.574904326706,107709.65753278171,-5150.507724128307
68014,33600,51337.97562674608,107768.05825468236,-5092.10700119019
68015,12600,50468.18726086236,106898.26988846729,-5961.895366742567
68016,25000,49378.27227953164,105808.35490501992,-7051.8103459566555
68017,85000,48886.180830631405,105316.26345564093,-7543.901794378115
68018,55650,48758.97328745156,105189.05591172469,-7671.109336821573
68019,20000,49559.947969131994,105990.03059314836,-6870.134654884372
68020,13000,49574.133776023526,106004.21639946345,-6855.948847416403
68021,25800,47840.40098980567,104270.4836071094,-8589.68162749806
68022,16500,47227.13097854147,103657.21359529695,-9202.951638214021
68023,10000,46770.245121634995,103200.32773803223,-9659.837494762236
68024,33600,45267.949687827946,101698.03230320645,-11162.132927550563
68025,28000,44733.61720496941,101163.69981975385,-11696.465409815042
68026,12000,44542.309311344725,100972.39192576951,-11887.773303080052
68027,13000,43538.78162337122,99968.86423638437,-12891.300989641917
68028,20895,42620.342821169834,99050.42543358923,-13809.739791249565
68029,15000,41953.33700836084,98383.4196197994,-14476.745603077725
68030,15000,41120.902617128886,97550.98522797364,-15309.179993715865
68031,14000,40385.73401960234,96815.81662945177,-16044.348590247086
68032,22050,39602.27435053749,96032.35695967855,-16827.80825860358
68033,73000,38908.235479606046,95338.31808781622,-17521.84712860413
68034,17850,39240.10506969212,95670.18767729348,-17189.97753790923
68035,57000,39521.801701514894,95951.8843051286,-16908.280902098813
68036,13000,39486.93609300506,95917.01869601585,-16943.146510005718
68037,82000,39000.33672490945,95430.41932693761,-17429.7458771187
68038,34000,39746.03168405003,96176.11428505968,-16684.05091695961
68039,80000,39961.51992048936,96391.6025211057,-16468.562680126975
68040,34000,40725.30240425418,97155.38500065268,-15704.780192144317
68041,73000,41045.34246327765,97475.42505907587,-15384.740132520565
68042,80000,41569.06494561494,97999.14754080288,-14861.017649572997
68043,230000,42436.22967021758,98866.31226495869,-13993.852924523519
68044,75000,46194.17450050087,102624.2570943466,-10235.908093344857
68045,50400,49506.218610793265,105936.30120227329,-6923.863980686758
68046,24000,50023.96061072801,106454.0432017667,-6406.121980310672
68047,9900,48481.20906987346,104911.29165953895,-7948.873519792032
68048,65000,48407.68817346415,104837.77076218723,-8022.394415258925
68049,72000,47951.679558699216,104381.76214689288,-8478.403029494453
68050,9000,48033.1650268749,104463.24761455142,-8396.91756080163
68051,42000,48772.96688287856,105203.04946984304,-7657.115704085925
68052,36500,47426.80144875128,103856.88403511567,-9003.281137613114
68053,20000,46759.16130413289,103189.24388988476,-9670.92128161899
68054,78750,47327.478108841526,103757.56069381,-9102.604476126944
68055,19950,46526.38133987203,102956.46392432111,-9903.701244577052
68056,95000,46595.88926423008,103025.97184765378,-9834.193319193626
68057,28000,47889.28339635458,104319.36597851489,-8540.799185805728
68058,120000,47117.75658283569,103547.83916445589,-9312.325998784509
68059,27000,48681.40802874089,105111.49060726288,-7748.674549781106
68060,24150,49402.23506548045,105832.31764330354,-7027.847512342654
68061,36750,48419.728210422705,104849.8107878153,-8010.354366969885
68062,27500,47629.2189342925,104059.30150976095,-8800.86364117595
68063,94500,47638.14643489433,104068.22901003814,-8791.936140249483
68064,14700,47830.569648703065,104260.6522228388,-8599.512925432682
68065,77175,47935.827406120814,104365.90996610545,-8494.255153863814
68066,23625,48373.10946502634,104803.19202374344,-8056.973093690765
68067,13900,47665.83516389466,104095.9177222091,-8764.24739441977
68068,17300,47411.81115420733,103841.89370605456,-9018.271397639895
68069,68250,46113.19581727319,102543.27836869305,-10316.886734146676
68070,87000,45828.18610532092,102258.26864818437,-10601.896437542535
68071,12600,47396.29637784134,103826.37891897398,-9033.786163291297
68072,58800,47300.49194114242,103730.57448181909,-9129.590599534247
68073,15000,46580.64166418495,103010.72420331243,-9849.440874942535
68074,87150,46468.473394141336,102898.55593260872,-9961.609144326052
68075,26000,46914.2307385724,103344.3132763468,-9515.851799202013
68076,27800,46635.4591622677,103065.54169941864,-9794.623374883231
68077,25000,46653.447609426294,103083.5301447103,-9776.634925857703
68078,68000,45530.812135531436,101960.89467031255,-10899.270399249683
68079,21500,45605.35354338674,102035.43607474948,-10824.728987976006
68080,26250,46014.18518436296,102444.26771523754,-10415.897346511607
68081,54600,45003.68020252595,101433.7627238222,-11426.402318770291
68082,70000,44620.22762595618,101050.31014694797,-11809.854895035627
68083,15750,45781.39217891886,102211.47469929705,-10648.690341459325
68084,36700,45428.35071571716,101858.43322063118,-11001.731789196856
68085,51000,44585.77257743573,101015.85508165529,-11844.309926783833
68086,20000,44794.565830043495,101224.64833359426,-11635.516673507278
68087,26200,44630.878140063665,101060.96064315605,-11799.204363028715
68088,20000,43686.151692231244,100116.23418988347,-12743.930805420983
68089,13600,43111.02301232252,99541.10550923749,-13319.05948459245
68090,75000,42530.66282287778,98960.74531922002,-13899.419673464465
68091,75000,42299.07832905285,98729.16082462438,-14131.004166518695
68092,15500,43505.98853397013,99936.07102894699,-12924.093961006729
68093,33000,43891.81790453546,100321.90039853993,-12538.264589469
68094,10000,42650.52710693092,99080.60960053404,-13779.555386672204
68095,26200,42103.04096870226,98533.1234617014,-14327.041524296874
68096,12000,41869.513531053075,98299.59602380384,-14560.568961697696
68097,31900,40505.606822954695,96935.68931547791,-15924.475669568528
68098,20000,40310.41291457061,96740.49540073916,-16119.669571597937
68099,25000,40015.11394603734,96445.19643136847,-16414.968539293797
68100,12000,39136.420259770646,95566.50274471173,-17293.662225170432
68101,7000,38702.150757151314,95132.23324091395,-17727.93172661133
68102,12500,37911.5709553887,94341.65343888957,-18518.511528112176
68103,11000,36733.5529276975,93163.63541038308,-19696.529554988076
68104,80000,36229.168109904625,92659.25059188006,-20200.914372070816
68105,13000,36578.89504786495,93008.97751902224,-19851.187423292344
68106,38588,36726.95203485884,93157.03450526524,-19703.130435547566
68107,68000,36746.242505746995,93176.32497578519,-19683.839964291197
68108,25500,36693.93082935937,93124.01329645509,-19736.15163773635
68109,26000,37478.5943910146,93908.67685750211,-18951.488075472917
68110,24100,37149.23731365766,93579.31977977447,-19280.84515245915
68111,30000,36120.18051954206,92550.26297500226,-20309.90193591814
68112,30000,36509.85475333569,92939.93720847057,-19920.227701799187
68113,120000,36175.844272318864,92605.92672687302,-20254.23818223529
68114,50000,37018.52720474833,93448.60965880778,-19411.55524931111
68115,65000,39091.28677355267,95521.36922629425,-17338.795679188916
68116,31800,39629.85282355476,96059.9352757886,-16800.229628679088
68117,25200,39019.32303106584,95449.40548304177,-17410.759420910093
68118,22000,39625.95093080973,96056.03337433265,-16804.131512713175
68119,13000,38699.194322372045,95129.27676420905,-17730.88811946496
68120,44000,37712.65388224014,94142.73632346513,-18717.428558984837
68121,23000,38127.5650875572,94557.64752839011,-18302.517353275696
68122,33900,37570.540071515476,94000.6225071973,-18859.54236416635
68123,32200,37295.612330381,93725.69476551827,-19134.470104756278
68124,80000,37411.03696863754,93841.11940328912,-19019.04546601404
68125,60000,37801.64528525872,94231.72771907083,-18628.437148553385
68126,35700,38844.877539816516,95274.95997330532,-17585.204893672293
68127,23000,39401.44924895208,95831.5316806966,-17028.633182792444
68128,23000,38568.76179326873,94998.84422426115,-17861.320637723693
68129,49000,38241.83431653504,94671.91674669506,-18188.24811362499
68130,15500,38397.50633136561,94827.58876074737,-18032.57609801615
68131,37900,37913.09125403116,94343.1736827568,-18516.99117469447
68132,60000,37782.250862029425,94212.33328938688,-18647.83156532803
68133,13650,38018.1480859372,94448.23051283651,-18411.934340962114
68134,41000,38079.26137171306,94509.34379755502,-18350.821054128908
68135,15400,37767.91017634382,94197.9926017313,-18662.17224904366
68136,42500,37172.58509640611,93602.66752078765,-19257.497327975427
68137,76650,37339.154129006056,93769.23655292994,-19090.928294917838
68138,4000,37762.35129583875,94192.43371793095,-18667.731126253442
68139,44000,37962.929865531776,94393.01228710709,-18467.152556043548
68140,37800,37658.906038849644,94088.98845824457,-18771.176380545272
68141,34000,37207.61455148615,93637.69697048664,-19222.467867514344
68142,26000,37854.40713046303,94284.48953913753,-18575.675278211478
68143,26000,37312.99338041734,93743.0757884906,-19117.089027655922
68144,39500,36685.35863470105,93115.4410422172,-19744.7237728151
68145,20475,37067.884511891105,93497.96691892533,-19362.197895143123
68146,17850,36585.7662878736,93015.83949328616,-19844.30691753896
68147,29715,35966.71273469118,92396.78592626347,-20463.360456881113
68148,30400,35804.84860463394,92234.92179534017,-20625.224586072283
68149,27500,35528.00856825905,91958.08175690044,-20902.064620382334
68150,50000,35339.57756034424,91769.65074836131,-21090.495627672834
68151,220500,35523.086035308326,91953.15922258218,-20906.98715196552
68152,18000,38561.06125746408,94991.13443970245,-17869.011924774284
68153,38000,41363.623395477305,97793.69657713051,-15066.449786175901
68154,43000,41069.41816009809,97499.49133981929,-15360.655019623111
68155,27300,39460.202149584045,95890.2753289,-16969.871029731905
68156,60000,40999.137572160595,97429.21074772553,-15430.935603404338
68157,20000,40673.51786350747,97103.59103857187,-15756.555311556927
68158,28500,39688.038787916536,96118.11196228194,-16742.034386448868
68159,7000,40627.76750295553,97057.84067674169,-15802.305670830625
68160,56000,39058.80167418065,95488.87484723254,-17371.271498871247
68161,60000,38611.82472078973,95041.89788677671,-17818.248445197263
68162,5000,40120.51098031261,96550.58414595366,-16309.56218532844
68163,50000,39412.59037653319,95842.663541742,-17017.482788675625
68164,70000,38702.72239232469,95132.79554718315,-17727.350762533766
68165,34900,39870.877001021516,96300.95015545221,-16559.196153409175
68166,14000,40302.261394110385,96732.33454226344,-16127.811754042676
