자치구명,층,임대면적,보증금,계약일,건축년도,임대건물명,경제활동인구,기준금리,전세가격비율
강남구,12,94.49,182400,2021-06-03,2015,아파트,28310,0.75,63.3
강남구,19,130.55,170000,2021-06-03,1999,아파트,28310,0.75,63.5
송파구,21,110.44,78750,2021-06-03,2018,아파트,28310,0.75,63.5
송파구,12,100.31,85000,2021-06-03,1988,아파트,28310,0.75,63.5
송파구,21,110.44,78750,2021-06-03,2018,아파트,28310,0.75,63.5
송파구,4,102.96,38800,2021-06-03,2001,아파트,28310,0.75,63.5
송파구,1,138.1,45000,2021-06-03,1995,다세대/연립,28310,0.75,63.5
송파구,4,102.96,38800,2021-06-03,2001,아파트,28310,0.75,63.7
강동구,1,163.77,16000,2021-06-03,1997,단독/다가구,28310,0.75,63.7
동대문구,16,119.42,22000,2021-06-03,2019,아파트,28310,0.5,64
광진구,5,102.61,59800,2021-06-03,1989,아파트,28310,0.5,64
광진구,4,157.87,63000,2021-06-03,1983,아파트,28310,0.5,64
광진구,4,157.87,63000,2021-06-03,1983,아파트,28310,0.5,64
중랑구,5,110.11,34500,2021-06-03,2004,아파트,28310,0.5,64.2
성북구,17,114.63,55000,2021-06-03,1999,아파트,28310,0.5,64.2
성북구,17,114.93,58000,2021-06-03,1998,아파트,28310,0.5,64.2
강북구,5,109.96,37000,2021-06-03,2005,다세대/연립,28310,0.5,64.2
강북구,5,109.96,37000,2021-06-03,2005,다세대/연립,28310,0.5,64.2
성북구,1,114.68,80000,2021-06-03,2006,아파트,28310,0.5,64.2
양천구,5,140.52,86320,2021-06-03,2000,아파트,28310,0.5,64.2
양천구,5,140.52,86320,2021-06-03,2000,아파트,28310,0.5,63.7
양천구,12,114.42,85000,2021-06-03,2004,아파트,28310,0.5,63.7
강서구,7,101.88,65000,2021-06-03,1995,아파트,28310,0.5,63.7
강서구,5,128.81,78750,2021-06-03,2015,아파트,28310,0.5,63.7
영등포구,8,178.5,150000,2021-06-03,2002,아파트,28310,0.5,64.1
양천구,15,94.57,115000,2021-06-03,2006,오피스텔,28310,0.5,64.4
서초구,18,133.37,157500,2021-06-03,2019,아파트,28310,0.5,65
중구,3,135.24,68000,2021-06-02,1999,다세대/연립,28505,1.5,63.2
중구,3,135.24,68000,2021-06-02,1999,다세대/연립,28505,1.5,63.2
성동구,23,114.97,60000,2021-06-02,2003,아파트,28505,1.25,63.2
성동구,12,114.97,100000,2021-06-02,2003,아파트,28505,1.25,63.2
노원구,4,115.26,90000,2021-06-02,1993,아파트,28505,1.25,63.2
은평구,1,196.37,45000,2021-06-02,1996,단독/다가구,28505,1.25,63.3
마포구,5,111.11,77700,2021-06-02,2017,아파트,28505,1.25,63.3
마포구,6,115.78,91440,2021-06-02,2011,아파트,28505,1.25,63.3
서초구,9,136.38,95000,2021-06-02,1985,아파트,28310,1,63.3
서초구,8,105.04,120000,2021-06-02,1983,아파트,28310,1,63.3
서초구,2,185.46,140000,2021-06-02,1983,아파트,28310,1,63.3
서초구,2,150.58,94500,2021-06-02,1978,아파트,28310,1,63.3
서초구,8,133.41,140000,2021-06-02,2002,아파트,28310,1,63.3
서초구,2,185.46,140000,2021-06-02,1983,아파트,28310,1,63.3
강남구,4,161.47,139800,2021-06-02,2005,아파트,28310,1,63.3
강남구,5,112.2,120000,2021-06-02,2005,아파트,28310,1,63.3
강남구,5,112.2,120000,2021-06-02,2005,아파트,28310,1,63.3
강남구,5,112.2,120000,2021-06-02,2005,아파트,28310,1,63.3
강남구,1,161.2,18900,2021-06-02,1995,단독/다가구,28310,1,63.3
서초구,10,101.6,55000,2021-06-02,1978,아파트,28310,0.75,63.3
서초구,2,120.56,130000,2021-06-02,2004,아파트,28310,0.75,63.3
강남구,1,198.93,80000,2021-06-02,1994,다세대/연립,28310,0.75,63.3
서초구,9,130.73,105000,2021-06-02,1988,아파트,28310,0.75,63.3
강남구,7,92.62,130000,2021-06-02,2014,아파트,28310,0.75,63.3
강남구,1,198.93,80000,2021-06-02,1994,다세대/연립,28310,0.75,63.3
강남구,6,138.16,195000,2021-06-02,2007,아파트,28310,0.75,63.3
강남구,6,108.47,57750,2021-06-02,1983,아파트,28310,0.75,63.3
강남구,10,106.71,51200,2021-06-02,1980,아파트,28310,0.75,63.3
강남구,1,99.97,58000,2021-06-02,1989,단독/다가구,28310,0.75,63.3
강남구,1,99.97,58000,2021-06-02,1989,단독/다가구,28310,0.75,63.3
강남구,11,160.51,61584,2021-06-02,1976,아파트,28310,0.75,63.3
강남구,13,107.75,87150,2021-06-02,2004,아파트,28310,0.75,63.3
강남구,2,104.33,45000,2021-06-02,2002,다세대/연립,28310,0.75,63.3
강남구,2,215.24,160000,2021-06-02,1992,다세대/연립,28310,0.75,63.3
강남구,6,112.13,113400,2021-06-02,1978,아파트,28310,0.75,63.5
강남구,9,122.81,210000,2021-06-02,2001,아파트,28310,0.75,63.5
강남구,1,103.23,63000,2021-06-02,2003,아파트,28310,0.75,63.5
강남구,6,112.13,113400,2021-06-02,1978,아파트,28310,0.75,63.5
송파구,7,126.18,140000,2021-06-02,1988,아파트,28310,0.75,63.5
송파구,2,100.31,61620,2021-06-02,1988,아파트,28310,0.75,63.5
송파구,2,100.31,61620,2021-06-02,1988,아파트,28310,0.75,63.5
강동구,3,107.56,74000,2021-06-02,1983,아파트,28310,0.75,63.5
강동구,3,107.56,74000,2021-06-02,1983,아파트,28310,0.75,63.7
성동구,7,114.67,120000,2021-06-02,1999,아파트,28310,0.75,64
성동구,2,112.09,86000,2021-06-02,1999,아파트,28310,0.75,64
성동구,47,264.55,690000,2021-06-02,2020,아파트,28310,0.5,64
동대문구,13,114.3,65000,2021-06-02,2000,아파트,28310,0.5,64
동대문구,19,121.93,68000,2021-06-02,2014,아파트,28310,0.5,64
광진구,12,108.35,39900,2021-06-02,1983,아파트,28310,0.5,64
광진구,12,108.35,39900,2021-06-02,1983,아파트,28310,0.5,64
중랑구,23,114.85,93000,2021-06-02,2020,아파트,28310,0.5,64
동대문구,3,114.35,52360,2021-06-02,2000,아파트,28310,0.5,64
성북구,3,114.66,37800,2021-06-02,1999,아파트,28310,0.5,64.2
중랑구,7,102.7,44100,2021-06-02,1995,아파트,28310,0.5,64.2
강북구,1,106.71,20000,2021-06-02,1967,단독/다가구,28310,0.5,64.2
마포구,4,113.46,11000,2021-06-02,2002,다세대/연립,28310,0.5,64.2
강북구,1,106.71,20000,2021-06-02,1967,단독/다가구,28310,0.5,64.2
성북구,11,122.02,56000,2021-06-02,2008,아파트,28310,0.5,64.2
양천구,3,125.44,80276,2021-06-02,1985,아파트,28310,0.5,64.2
양천구,3,99.15,61900,2021-06-02,1985,아파트,28310,0.5,64.2
양천구,10,127.65,170000,2021-06-02,2009,아파트,28310,0.5,63.7
강서구,15,128.81,62996,2021-06-02,2015,아파트,28310,0.5,63.7
구로구,23,169.2,58076,2021-06-02,1999,아파트,28310,0.5,63.7
금천구,18,114.84,30000,2021-06-02,2004,아파트,28310,0.5,64.1
금천구,18,114.84,30000,2021-06-02,2004,아파트,28310,0.5,64.1
영등포구,2,114.77,52500,2021-06-02,1998,아파트,28310,0.5,64.1
영등포구,3,137.09,138000,2021-06-02,2005,아파트,28310,0.5,64.1
서초구,10,101.6,55000,2021-06-02,1978,아파트,28310,0.5,64.4
종로구,14,124.17,78700,2021-06-01,2004,아파트,28505,1.5,63.2
성동구,26,108.82,114600,2021-06-01,2018,아파트,28505,1.25,63.2
서대문구,1,156.91,39000,2021-06-01,1997,다세대/연립,28505,1.25,63.3
마포구,9,144.19,110000,2021-06-01,2000,아파트,28505,1.25,63.3
동작구,4,114.63,67000,2021-06-01,1994,아파트,28505,1.25,63.3
동작구,4,114.63,67000,2021-06-01,1994,아파트,28505,1.25,63.3
동작구,18,114.44,61800,2021-06-01,2010,아파트,28505,1.25,63.3
동작구,17,118.88,43000,2021-06-01,2000,아파트,28505,1.25,63.3
서초구,4,101.95,110000,2021-06-01,2014,아파트,28310,1,63.3
강남구,17,109.53,130000,2021-06-01,1999,아파트,28310,1,63.3
강남구,2,127.18,65000,2021-06-01,2005,아파트,28310,1,63.3
강남구,9,160.28,126000,2021-06-01,2003,아파트,28310,1,63.3
강남구,3,121.48,78000,2021-06-01,2004,아파트,28310,1,63.3
강남구,17,109.53,130000,2021-06-01,1999,아파트,28310,1,63.3
강남구,4,145.69,94500,2021-06-01,1984,아파트,28310,1,63.3
서초구,13,134.91,61800,2021-06-01,1998,아파트,28310,0.75,63.3
강남구,11,104.43,103000,2021-06-01,1984,아파트,28310,0.75,63.3
서초구,1,99.75,55000,2021-06-01,2017,단독/다가구,28310,0.75,63.3
강남구,12,105.89,165000,2021-06-01,2010,아파트,28310,0.75,63.3
강남구,10,105.65,90000,2021-06-01,1982,아파트,28310,0.75,63.3
강남구,4,121.18,130000,2021-06-01,1982,아파트,28310,0.75,63.3
강남구,10,105.65,90000,2021-06-01,1982,아파트,28310,0.75,63.3
강남구,3,210.1,220000,2021-06-01,1984,아파트,28310,0.75,63.3
강남구,58,214.97,320000,2021-06-01,2004,아파트,28310,0.75,63.5
송파구,7,115.65,68200,2021-06-01,2016,아파트,28310,0.75,63.5
송파구,7,115.65,68200,2021-06-01,2016,아파트,28310,0.75,63.5
송파구,13,100.31,90000,2021-06-01,1988,아파트,28310,0.75,63.5
송파구,13,100.31,90000,2021-06-01,1988,아파트,28310,0.75,63.5
강동구,2,107.96,65000,2021-06-01,2003,아파트,28310,0.75,63.7
성동구,4,104.56,57750,2021-06-01,2003,아파트,28310,0.75,63.7
종로구,3,114.93,100000,2021-06-01,2008,아파트,28310,0.75,64
강북구,12,114.85,65000,2021-06-01,2004,아파트,28310,0.5,64.2
양천구,11,105.58,65100,2021-06-01,1987,아파트,28310,0.5,63.7
양천구,11,105.58,65100,2021-06-01,1987,아파트,28310,0.5,63.7
강서구,9,108.26,55650,2021-06-01,2001,아파트,28310,0.5,63.7
강서구,9,108.26,55650,2021-06-01,2001,아파트,28310,0.5,63.7
구로구,6,123.9,47200,2021-06-01,2006,아파트,28310,0.5,64.1
구로구,1,105,19340,2021-06-01,1992,단독/다가구,28310,0.5,64.1
광진구,13,149.79,140000,2021-06-01,2007,오피스텔,28310,0.5,64.7
용산구,5,207.39,150000,2021-06-01,2001,아파트,28310,0.5,64.7
중랑구,12,101.9,67000,2021-06-01,2010,아파트,28310,0.5,64.7
종로구,2,140.51,68000,2021-05-31,1988,다세대/연립,28505,1.5,63.2
중구,7,114.88,60375,2021-05-31,2002,아파트,28505,1.5,63.2
중구,8,114.88,100000,2021-05-31,2002,아파트,28505,1.5,63.2
용산구,11,139.7,162000,2021-05-31,2009,아파트,28505,1.5,63.2
용산구,39,146.53,131250,2021-05-31,2007,아파트,28505,1.5,63.2
용산구,11,166.98,150000,2021-05-31,1984,아파트,28505,1.25,63.2
성동구,11,114.46,54600,2021-05-31,1996,아파트,28505,1.25,63.2
성동구,4,114.62,31296,2021-05-31,2000,아파트,28505,1.25,63.2
강북구,10,127.25,60000,2021-05-31,2003,아파트,28505,1.25,63.2
강북구,10,127.25,60000,2021-05-31,2003,아파트,28505,1.25,63.2
강북구,8,122.58,50000,2021-05-31,1993,아파트,28505,1.25,63.2
도봉구,8,165.17,100000,2021-05-31,2004,아파트,28505,1.25,63.2
노원구,5,139.08,52500,2021-05-31,2002,아파트,28505,1.25,63.2
노원구,2,134.74,76440,2021-05-31,1993,아파트,28505,1.25,63.2
은평구,4,118.9,50000,2021-05-31,2005,아파트,28505,1.25,63.3
은평구,15,167.13,110000,2021-05-31,2009,아파트,28505,1.25,63.3
마포구,2,114.84,51080,2021-05-31,2000,아파트,28505,1.25,63.3
동작구,9,114.97,80720,2021-05-31,2004,아파트,28505,1.25,63.3
관악구,13,114.69,63000,2021-05-31,2004,아파트,28505,1,63.3
관악구,10,105.36,59000,2021-05-31,1993,아파트,28505,1,63.3
서초구,11,164.96,155000,2021-05-31,2003,아파트,28310,1,63.3
서초구,8,121.08,71980,2021-05-31,2006,아파트,28310,1,63.3
서초구,6,149.23,168000,2021-05-31,2004,아파트,28310,1,63.3
서초구,6,123.35,70000,2021-05-31,2004,아파트,28310,1,63.3
서초구,12,105.36,52500,2021-05-31,1982,아파트,28310,1,63.3
서초구,12,158.24,120000,2021-05-31,2005,아파트,28310,1,63.3
서초구,1,228.05,78200,2021-05-31,1984,다세대/연립,28310,1,63.3
서초구,8,155.95,155400,2021-05-31,2012,아파트,28310,1,63.3
서초구,8,148.9,160000,2021-05-31,2006,아파트,28310,1,63.3
서초구,1,121.59,58000,2021-05-31,1983,단독/다가구,28310,1,63.3
서초구,1,179.79,150000,2021-05-31,2012,다세대/연립,28310,1,63.3
서초구,1,121.59,58000,2021-05-31,1983,단독/다가구,28310,1,63.3
강남구,8,101.7,92400,2021-05-31,2006,아파트,28310,1,63.3
강남구,6,174.77,100000,2021-05-31,2006,아파트,28310,1,63.3
강남구,9,97.67,75000,2021-05-31,2003,아파트,28310,1,63.3
강남구,2,149.78,210000,2021-05-31,2008,아파트,28310,1,63.3
강남구,13,120.76,60720,2021-05-31,1983,아파트,28310,1,63.3
강남구,3,119.67,120000,2021-05-31,1985,아파트,28310,1,63.3
서초구,19,95.81,110250,2021-05-31,2009,아파트,28310,0.75,63.3
서초구,2,95.66,101800,2021-05-31,2009,아파트,28310,0.75,63.3
서초구,23,114.7,220000,2021-05-31,2020,아파트,28310,0.75,63.3
서초구,4,149.1,125000,2021-05-31,2004,아파트,28310,0.75,63.3
강남구,8,116.29,115000,2021-05-31,2006,아파트,28310,0.75,63.3
강남구,12,177.19,140000,2021-05-31,1984,아파트,28310,0.75,63.3
강남구,30,99.97,160000,2021-05-31,2019,아파트,28310,0.75,63.3
강남구,13,128.01,160000,2021-05-31,1983,아파트,28310,0.75,63.3
강남구,7,118.63,85000,2021-05-31,1987,아파트,28310,0.75,63.3
강남구,7,105.45,81800,2021-05-31,1983,아파트,28310,0.75,63.3
강남구,2,116.94,115000,2021-05-31,1978,아파트,28310,0.75,63.3
강남구,9,116.94,120000,2021-05-31,1978,아파트,28310,0.75,63.3
강남구,12,118.63,115500,2021-05-31,1987,아파트,28310,0.75,63.3
송파구,13,120,86000,2021-05-31,1979,아파트,28310,0.75,63.3
송파구,6,120,90000,2021-05-31,1979,아파트,28310,0.75,63.3
강남구,6,107.6,80000,2021-05-31,1984,아파트,28310,0.75,63.3
강남구,5,134.71,160000,2021-05-31,1993,아파트,28310,0.75,63.3
강남구,9,119.89,185000,2021-05-31,2006,아파트,28310,0.75,63.3
강남구,3,119.89,210000,2021-05-31,2006,아파트,28310,0.75,63.5
송파구,8,119.93,151800,2021-05-31,2008,아파트,28310,0.75,63.5
송파구,13,149.45,160000,2021-05-31,2007,아파트,28310,0.75,63.5
송파구,11,136.33,150000,2021-05-31,1988,아파트,28310,0.75,63.5
송파구,4,133.29,87000,2021-05-31,2004,아파트,28310,0.75,63.5
송파구,15,136.33,130000,2021-05-31,1988,아파트,28310,0.75,63.5
송파구,6,126.9,57750,2021-05-31,1985,아파트,28310,0.75,63.5
송파구,7,121.23,100840,2021-05-31,1988,아파트,28310,0.75,63.5
송파구,1,126.18,140000,2021-05-31,1988,아파트,28310,0.75,63.5
송파구,4,100.31,115000,2021-05-31,1988,아파트,28310,0.75,63.5
송파구,8,128.05,70000,2021-05-31,2005,아파트,28310,0.75,63.5
송파구,21,110.44,99750,2021-05-31,2018,아파트,28310,0.75,63.5
송파구,2,99.6,91800,2021-05-31,2018,아파트,28310,0.75,63.5
송파구,11,214.13,26000,2021-05-31,1996,아파트,28310,0.75,63.5
송파구,3,134.73,41000,2021-05-31,1996,다세대/연립,28310,0.75,63.5
강동구,12,115.45,115000,2021-05-31,2011,아파트,28310,0.75,63.5
강동구,9,121.99,46200,2021-05-31,1987,아파트,28310,0.75,63.5
송파구,3,125.79,85000,2021-05-31,1988,아파트,28310,0.75,63.7
강동구,1,119.16,15000,2021-05-31,1996,단독/다가구,28310,0.75,63.7
성동구,8,117.13,110250,2021-05-31,2009,아파트,28310,0.75,63.7
광진구,1,120.47,8120,2021-05-31,2021,단독/다가구,28310,0.75,63.7
성동구,13,114.8,40000,2021-05-31,2007,아파트,28310,0.75,64
광진구,57,127.95,150000,2021-05-31,2007,아파트,28310,0.5,64
동대문구,6,121.66,95000,2021-05-31,2014,아파트,28310,0.5,64
동대문구,6,121.66,95000,2021-05-31,2014,아파트,28310,0.5,64
성북구,17,114.76,22408,2021-05-31,1999,아파트,28310,0.5,64.2
성북구,7,132.96,60000,2021-05-31,1998,아파트,28310,0.5,64.2
성북구,3,132.96,52500,2021-05-31,1998,아파트,28310,0.5,64.2
성북구,6,132.96,8300,2021-05-31,1998,아파트,28310,0.5,64.2
중랑구,3,129.37,55000,2021-05-31,1997,아파트,28310,0.5,64.2
성북구,1,109.03,21540,2021-05-31,1958,단독/다가구,28310,0.5,64.2
중랑구,19,114.43,55100,2021-05-31,2010,아파트,28310,0.5,64.2
중랑구,11,126.28,86000,2021-05-31,1995,아파트,28310,0.5,64.2
중랑구,11,96.4,84000,2021-05-31,2017,아파트,28310,0.5,64.2
마포구,7,106.48,49300,2021-05-31,2005,아파트,28310,0.5,64.2
성북구,24,134.97,45000,2021-05-31,1998,아파트,28310,0.5,64.2
양천구,14,146.1,116508,2021-05-31,2009,아파트,28310,0.5,64.2
양천구,47,180.42,165000,2021-05-31,2003,아파트,28310,0.5,64.2
양천구,5,122.31,78750,2021-05-31,1986,아파트,28310,0.5,64.2
마포구,10,104.68,30000,2021-05-31,2005,아파트,28310,0.5,63.7
양천구,8,105.58,95000,2021-05-31,1987,아파트,28310,0.5,63.7
양천구,1,106.06,65000,2021-05-31,1987,아파트,28310,0.5,63.7
양천구,16,113.91,47250,2021-05-31,2000,아파트,28310,0.5,63.7
양천구,14,129.33,50912,2021-05-31,1987,아파트,28310,0.5,63.7
양천구,3,126.02,85000,2021-05-31,1987,아파트,28310,0.5,63.7
양천구,22,109.91,70000,2021-05-31,2004,아파트,28310,0.5,63.7
양천구,9,114.76,130000,2021-05-31,2002,아파트,28310,0.5,63.7
양천구,14,122.3,52400,2021-05-31,1987,아파트,28310,0.5,63.7
강서구,6,128.81,132000,2021-05-31,2015,아파트,28310,0.5,63.7
구로구,16,134.99,90000,2021-05-31,2001,아파트,28310,0.5,63.7
강서구,9,101.87,85000,2021-05-31,2005,아파트,28310,0.5,63.7
구로구,9,134.99,20900,2021-05-31,2001,아파트,28310,0.5,63.7
강서구,11,101.86,37800,2021-05-31,1994,아파트,28310,0.5,63.7
강서구,5,101.86,50000,2021-05-31,1994,아파트,28310,0.5,64.1
구로구,6,117.74,54000,2021-05-31,2006,아파트,28310,0.5,64.1
영등포구,13,150.8,145000,2021-05-31,2005,아파트,28310,0.5,64.1
영등포구,13,101.91,56100,2021-05-31,2008,아파트,28310,0.5,64.1
영등포구,10,119.47,70350,2021-05-31,2003,아파트,28310,0.5,64.1
영등포구,6,101.39,80000,2021-05-31,1978,아파트,28310,0.5,64.1
영등포구,10,126.02,90000,2021-05-31,1976,아파트,28310,0.5,64.1
영등포구,8,108.18,78750,2021-05-31,2005,아파트,28310,0.5,64.1
양천구,10,131.56,61800,2021-05-31,2004,오피스텔,28310,0.5,64.4
마포구,18,103.4,60000,2021-05-31,2007,오피스텔,28310,0.5,64.4
성동구,13,116.13,135000,2021-05-31,2019,아파트,28310,0.5,64.4
관악구,1,169,9716,2021-05-31,2021,단독/다가구,28310,0.5,64.4
동작구,1,180.44,15000,2021-05-31,2019,단독/다가구,28310,0.5,64.7
은평구,10,100.99,75000,2021-05-31,2020,아파트,28310,0.5,64.7
송파구,5,170.7,120000,2021-05-31,2004,아파트,28310,0.5,64.7
강남구,17,121.71,100000,2021-05-31,2018,아파트,28310,0.5,64.7
송파구,6,116.3,10000,2021-05-31,2006,아파트,28310,0.5,64.7
동대문구,8,101.94,63000,2021-05-31,2001,아파트,28310,0.5,64.7
종로구,2,141.39,85000,2021-05-30,1988,다세대/연립,28505,1.5,63.2
용산구,25,131.05,78000,2021-05-30,2013,아파트,28505,1.5,63.2
성동구,1,112.65,15240,2021-05-30,1996,단독/다가구,28505,1.25,63.2
은평구,1,133.47,25100,2021-05-30,2019,단독/다가구,28505,1.25,63.3
서대문구,4,108.46,10000,2021-05-30,2000,다세대/연립,28505,1.25,63.3
동작구,8,114.83,140000,2021-05-30,2011,아파트,28505,1.25,63.3
동작구,39,163.83,46680,2021-05-30,2003,아파트,28505,1.25,63.3
서초구,1,230.7,101128,2021-05-30,1973,단독/다가구,28310,1,63.3
서초구,22,216.49,350000,2021-05-30,2009,아파트,28310,1,63.3
서초구,2,133.37,228000,2021-05-30,2019,아파트,28310,1,63.3
서초구,26,104.04,110880,2021-05-30,2016,아파트,28310,1,63.3
송파구,8,187.12,50000,2021-05-30,1999,아파트,28310,0.75,63.3
송파구,12,171.53,140000,2021-05-30,2006,아파트,28310,0.75,63.3
송파구,5,131.08,41800,2021-05-30,1981,아파트,28310,0.75,63.5
송파구,3,108.95,34500,2021-05-30,1991,다세대/연립,28310,0.75,63.5
강동구,1,135.31,70000,2021-05-30,1999,다세대/연립,28310,0.75,63.5
성동구,4,114.6,68250,2021-05-30,2001,아파트,28310,0.75,64
성북구,1,112.39,6500,2021-05-30,1992,단독/다가구,28310,0.5,64.2
양천구,1,122.31,58840,2021-05-30,1986,아파트,28310,0.5,64.2
강서구,10,114.86,95000,2021-05-30,2014,아파트,28310,0.5,63.7
구로구,23,115,60000,2021-05-30,2001,아파트,28310,0.5,64.1
영등포구,26,140.54,51000,2021-05-30,1997,아파트,28310,0.5,64.4
중구,1,126,40000,2021-05-30,2020,단독/다가구,28310,0.5,64.7
중구,16,114.88,68250,2021-05-29,2002,아파트,28505,1.5,63.2
중구,6,114.88,80000,2021-05-29,2002,아파트,28505,1.5,63.2
중구,8,114.88,65000,2021-05-29,2002,아파트,28505,1.5,63.2
중구,24,114.9,45960,2021-05-29,2008,아파트,28505,1.5,63.2
용산구,33,141.08,200000,2021-05-29,2012,아파트,28505,1.5,63.2
용산구,22,124.08,125000,2021-05-29,2011,아파트,28505,1.5,63.2
용산구,5,102.48,60000,2021-05-29,1974,아파트,28505,1.5,63.2
용산구,10,210.25,73480,2021-05-29,1984,아파트,28505,1.5,63.2
용산구,1,144.99,57500,2021-05-29,2002,아파트,28505,1.5,63.2
성동구,5,114.62,57750,2021-05-29,2000,아파트,28505,1.25,63.2
성동구,20,114.57,75000,2021-05-29,2001,아파트,28505,1.25,63.2
도봉구,14,126.97,55000,2021-05-29,2003,아파트,28505,1.25,63.2
은평구,2,101.95,70000,2021-05-29,2010,아파트,28505,1.25,63.3
은평구,8,101.9,69000,2021-05-29,2010,아파트,28505,1.25,63.3
은평구,2,101.84,45000,2021-05-29,2010,아파트,28505,1.25,63.3
서대문구,6,112.14,55000,2021-05-29,1996,아파트,28505,1.25,63.3
마포구,13,113.24,78000,2021-05-29,2011,아파트,28505,1.25,63.3
마포구,6,152.85,72880,2021-05-29,2011,아파트,28505,1.25,63.3
마포구,6,114.75,98000,2021-05-29,2000,아파트,28505,1.25,63.3
마포구,3,113.25,70000,2021-05-29,2000,아파트,28505,1.25,63.3
마포구,11,138.08,97650,2021-05-29,2010,아파트,28505,1.25,63.3
동작구,19,109.7,68000,2021-05-29,1993,아파트,28505,1.25,63.3
동작구,9,108.34,140000,2021-05-29,2013,아파트,28505,1.25,63.3
동작구,9,108.34,140000,2021-05-29,2013,아파트,28505,1.25,63.3
동작구,2,131.06,61200,2021-05-29,1988,아파트,28505,1.25,63.3
동작구,4,131.4,63000,2021-05-29,1988,아파트,28505,1.25,63.3
동작구,11,157.07,57000,2021-05-29,1988,아파트,28505,1.25,63.3
관악구,5,114.75,74000,2021-05-29,2003,아파트,28505,1,63.3
관악구,13,114.75,55000,2021-05-29,2003,아파트,28505,1,63.3
서초구,3,127.2,100840,2021-05-29,2001,아파트,28310,1,63.3
서초구,6,117.15,79800,2021-05-29,1983,아파트,28310,1,63.3
서초구,5,106.15,200000,2021-05-29,2010,아파트,28310,1,63.3
서초구,11,137.1,150000,2021-05-29,1979,아파트,28310,1,63.3
서초구,24,135.92,191200,2021-05-29,2009,아파트,28310,1,63.3
서초구,22,222.76,241500,2021-05-29,2009,아파트,28310,1,63.3
서초구,31,84.93,180000,2021-05-29,2009,아파트,28310,1,63.3
서초구,2,153.39,89250,2021-05-29,1994,다세대/연립,28310,1,63.3
서초구,12,158.82,115000,2021-05-29,2001,아파트,28310,1,63.3
서초구,3,212.22,100000,2021-05-29,1986,다세대/연립,28310,1,63.3
서초구,7,105.36,61840,2021-05-29,1982,아파트,28310,1,63.3
서초구,2,106.15,170000,2021-05-29,2002,아파트,28310,1,63.3
강남구,11,107.22,81900,2021-05-29,1999,아파트,28310,1,63.3
강남구,4,120.76,63000,2021-05-29,1983,아파트,28310,1,63.3
강남구,8,164.88,225000,2021-05-29,2004,아파트,28310,1,63.3
강남구,1,164.74,200000,2021-05-29,1982,다세대/연립,28310,1,63.3
강남구,8,97.35,91440,2021-05-29,2000,아파트,28310,1,63.3
강남구,20,114.59,132880,2021-05-29,1999,아파트,28310,0.75,63.3
강남구,12,114.15,166080,2021-05-29,2015,아파트,28310,0.75,63.3
서초구,14,120.81,100000,2021-05-29,2002,아파트,28310,0.75,63.3
서초구,6,150.25,105000,2021-05-29,2001,아파트,28310,0.75,63.3
서초구,3,115.72,66680,2021-05-29,2006,아파트,28310,0.75,63.3
서초구,15,130.23,160000,2021-05-29,1988,아파트,28310,0.75,63.3
서초구,12,101.32,54000,2021-05-29,1979,아파트,28310,0.75,63.3
서초구,15,126.29,80850,2021-05-29,1999,아파트,28310,0.75,63.3
서초구,8,120.22,132000,2021-05-29,2005,아파트,28310,0.75,63.3
서초구,20,134.91,120000,2021-05-29,1998,아파트,28310,0.75,63.3
강남구,3,161,150000,2021-05-29,1984,아파트,28310,0.75,63.3
강남구,4,131.48,84000,2021-05-29,1976,아파트,28310,0.75,63.3
송파구,6,144.77,118600,2021-05-29,2008,아파트,28310,0.75,63.3
강남구,14,134.44,100000,2021-05-29,1994,아파트,28310,0.75,63.3
강남구,10,107.6,40720,2021-05-29,1984,아파트,28310,0.75,63.3
강남구,2,134.71,138000,2021-05-29,1993,아파트,28310,0.75,63.3
강남구,7,134.71,76020,2021-05-29,1993,아파트,28310,0.75,63.5
송파구,22,136.74,150000,2021-05-29,2006,아파트,28310,0.75,63.5
강남구,4,112.86,95000,2021-05-29,1978,아파트,28310,0.75,63.5
송파구,3,119.93,99000,2021-05-29,2008,아파트,28310,0.75,63.5
송파구,2,131.62,45000,2021-05-29,1988,다세대/연립,28310,0.75,63.5
송파구,13,136.33,73500,2021-05-29,1988,아파트,28310,0.75,63.5
송파구,3,158.71,71800,2021-05-29,1988,아파트,28310,0.75,63.5
송파구,6,100.31,70350,2021-05-29,1988,아파트,28310,0.75,63.5
송파구,24,96.76,90000,2021-05-29,2016,아파트,28310,0.75,63.5
송파구,2,101.8,61440,2021-05-29,2016,아파트,28310,0.75,63.5
송파구,28,108.59,80600,2021-05-29,2015,아파트,28310,0.75,63.5
송파구,9,106.84,63000,2021-05-29,2015,아파트,28310,0.75,63.5
송파구,6,112.12,114000,2021-05-29,2015,아파트,28310,0.75,63.5
송파구,11,100.31,70350,2021-05-29,1988,아파트,28310,0.75,63.5
송파구,11,110.66,51824,2021-05-29,2018,아파트,28310,0.75,63.5
송파구,7,110.44,94500,2021-05-29,2018,아파트,28310,0.75,63.5
송파구,7,121.04,69000,2021-05-29,1984,아파트,28310,0.75,63.5
강동구,14,119.37,30840,2021-05-29,1986,아파트,28310,0.75,63.5
강동구,13,107.56,70000,2021-05-29,1983,아파트,28310,0.75,63.5
